decibelMedia,decibelDesvioPadrao,decibelMediana,pitchMedia,pitchDesvioPadrao,pitchMediana
31.49380647,21.98235962,33.05487147,324.1308594,0,324.1308594
37.91165697,25.67748388,45.35117997,324.1308594,0,324.1308594
37.91165697,25.67748388,45.35117997,349.9951172,44.79820863,324.1308594
49.51032707,13.48424561,56.74983629,375.859375,44.79820863,401.7236328
56.92954966,0.82404578,56.74983629,401.7236328,0,401.7236328
55.18174249,3.2841824,56.21019143,401.7236328,0,401.7236328
53.85830311,3.326072352,53.85830311,401.7236328,0,401.7236328
51.85981189,4.184887117,51.5064148,401.7236328,0,401.7236328
51.85981189,4.184887117,51.5064148,401.7236328,0,401.7236328
49.19613342,2.008679216,48.21915602,401.7236328,0,401.7236328
48.12329079,0.228168953,48.21915602,401.7236328,0,401.7236328
48.12329079,0.228168953,48.21915602,292.3165385,154.7249966,292.3165385
49.36281564,1.921661178,48.28788691,292.3165385,154.7249966,292.3165385
49.36281564,1.921661178,48.28788691,182.9094442,0,182.9094442
48.51442625,2.96021645,48.28788691,182.9094442,0,182.9094442
48.62769592,4.177174014,48.62769592,182.9094442,0,182.9094442
48.62769592,4.177174014,48.62769592,192.7013482,16.96007528,182.9094442
38.94376961,9.517965904,38.94376961,197.5973002,16.96007528,197.5973002
27.93690659,20.21754036,32.21355138,204.9412282,14.68785604,212.2851563
14.20375136,15.61375436,5.923180547,204.9412282,14.68785604,212.2851563
11.69020028,13.70394005,5.198851354,212.2851563,0,212.2851563
9.98890188,12.46276699,4.47452216,212.2851563,0,212.2851563
4.432739506,1.134818237,4.312034606,106.1425781,150.1082735,106.1425781
3.03305504,1.887119424,3.666627658,0,0,0
0.601963942,4.225770274,1.754075475,0,0,0
-3.150474497,6.219438246,-2.462699774,0,0,0
-6.683840347,5.379357042,-8.055024469,0,0,0
2.895491344,21.92079127,-5.249842233,0,0,0
14.40263116,32.68988961,-5.249842233,0,0,0
19.31574951,35.55156299,15.1763057,0,0,0
37.44311473,33.46078649,49.53647994,0,0,0
55.5156267,9.688742698,59.60021727,0,0,0
60.28322957,2.104134057,61.34029276,53.98082479,76.34041452,53.98082479
62.1300218,1.111074093,61.64925417,71.97443305,62.33168745,107.9616496
60.74593958,2.913026745,61.49477346,107.9616496,1.74047E-14,107.9616496
60.40388799,2.851275995,60.81067028,107.9616496,1.74047E-14,107.9616496
59.44656607,3.066777947,58.89602645,107.9616496,1.74047E-14,107.9616496
59.44656607,3.066777947,58.89602645,211.9923367,180.1864356,107.9616496
55.05040454,6.352755508,57.05234901,264.0076803,220.6824129,264.0076803
54.53597509,7.677787951,57.5110051,420.0537109,0,420.0537109
43.63632026,15.08303434,45.81587236,420.0537109,0,420.0537109
42.57801172,13.66773147,45.81587236,420.0537109,0,420.0537109
42.57801172,13.66773147,45.81587236,422.6477051,5.187988281,420.0537109
47.93859823,18.03011488,54.33607948,424.2041016,5.683156419,420.0537109
50.89094957,15.86155338,57.04204153,426.2792969,5.683156419,430.4296875
58.66057165,3.896299509,59.74800358,454.4287109,59.6332905,430.4296875
57.02532047,6.664696674,59.74800358,482.578125,71.40718889,430.4296875
54.39229654,7.572541269,54.58916477,508.6523438,71.40718889,560.8007813
53.0309101,6.12452246,52.94120603,528.2080078,65.18554688,560.8007813
49.45075937,4.964991433,47.96177535,560.8007813,0,560.8007813
45.75144283,9.322717914,46.49322475,560.8007813,0,560.8007813
44.83172205,10.49975477,45.96031271,384.2653402,249.658815,384.2653402
46.5281124,11.36978291,49.35309341,207.7298991,0,207.7298991
46.48023248,11.31432908,49.35309341,207.7298991,3.48093E-14,207.7298991
48.61636702,11.8435222,53.62536248,207.7298991,3.48093E-14,207.7298991
54.2858465,1.346553492,53.80201673,207.7298991,3.48093E-14,207.7298991
54.2858465,1.346553492,53.80201673,203.2250977,7.802544959,207.7298991
54.62153329,1.429578866,53.97193883,198.7202962,7.802544959,194.2154948
53.58977965,0.404978095,53.63209462,194.2154948,3.48093E-14,194.2154948
52.78085795,1.095289749,53.16530548,194.2154948,0,194.2154948
52.35523961,1.14560615,52.35523961,194.6747504,1.026926835,194.2154948
48.81063048,6.192654376,51.54517373,195.1340061,1.257723375,194.2154948
41.13734413,16.15807144,46.63329298,195.5932617,1.257723375,196.511773
30.77675281,18.92456704,29.91944865,196.0525174,1.026926835,196.511773
28.44324302,15.83302898,29.91944865,196.511773,0,196.511773
33.68752894,18.04234684,41.72141224,196.511773,3.48093E-14,196.511773
31.67905812,20.17776017,30.16430982,154.1304344,73.40663177,196.511773
40.99224524,20.42743032,48.43790362,111.7490958,73.40663177,69.36775716
51.94134358,6.497506883,55.0174531,69.36775716,0,69.36775716
55.368232,0.523078555,55.44478354,69.36775716,0,69.36775716
55.25002611,0.74247872,55.44478354,69.36775716,0,69.36775716
55.03906408,0.797484094,55.37023353,69.36775716,0,69.36775716
54.95627172,0.895699357,54.85727475,129.4173584,84.92296048,129.4173584
54.09104845,1.580376964,54.19353253,189.4669596,0,189.4669596
52.92752851,1.497348224,53.1251448,189.4669596,3.48093E-14,189.4669596
52.5060883,1.515719793,52.05844049,188.8457574,1.242404514,189.4669596
51.27877521,0.772679316,51.26460846,188.8457574,1.242404514,189.4669596
51.27877521,0.772679316,51.26460846,188.2245551,1.434605161,188.2245551
50.9162535,0.378632439,50.97087535,187.6033529,1.242404514,186.9821506
50.74207601,0.323571127,50.74207601,186.9602458,0.043809679,186.9821506
48.47434719,3.934479796,50.51327668,186.9383409,0.05058706,186.9383409
45.02498812,5.484101141,43.93888953,186.9383409,0.05058706,186.9383409
45.02498812,5.484101141,43.93888953,186.9164361,0.043809679,186.8945313
43.23523576,2.785679227,43.93888953,186.8945313,0,186.8945313
45.69509517,5.420052808,44.7702539,186.8945313,0,186.8945313
48.77105079,7.267573363,49.33814584,186.8945313,0,186.8945313
51.63966789,5.463757818,53.0746734,192.0927095,7.351334175,192.0927095
53.34943138,5.620936857,54.6586927,197.2908877,0,197.2908877
55.93203575,2.715386664,56.24271199,197.2908877,0,197.2908877
57.68531959,1.25141348,58.33452491,197.2908877,0,197.2908877
58.40662338,0.101962646,58.40662338,197.2908877,0,197.2908877
58.40662338,0.101962646,58.40662338,196.0173193,2.20588532,197.2908877
57.48695633,1.19864297,57.48695633,195.380535,2.20588532,195.380535
56.16331458,2.444269818,56.63938776,194.4253587,1.910352725,193.4701823
55.07770942,2.208546689,55.07770942,193.712356,2.297596503,193.4701823
55.07770942,2.208546689,55.07770942,192.4262475,1.42946659,193.4701823
53.7240027,2.817162566,53.51603108,191.9042801,1.42946659,190.8603453
51.7657895,1.520975069,51.01658925,191.3823127,1.167154584,190.8603453
51.47184457,1.014471334,51.01658925,190.8603453,0,190.8603453
51.47184457,1.014471334,51.01658925,189.9329743,2.073664652,190.8603453
51.7346706,0.981025736,51.76986898,189.0056033,2.539710147,190.8603453
51.80266484,0.922335789,51.90585746,188.0782322,2.539710147,186.2234902
52.14863706,0.746909836,52.52314872,188.2784166,2.835989301,186.2234902
52.21249121,0.814322578,52.52314872,188.4786009,3.087937589,186.2234902
52.50809713,0.889725967,52.67445371,189.6061563,3.087937589,191.8612671
52.60707943,0.913660321,52.8724183,190.4518229,2.818888456,191.8612671
53.0597226,0.250617616,53.00910839,191.8612671,3.48093E-14,191.8612671
53.0597226,0.250617616,53.00910839,193.9250353,3.574551334,191.8612671
53.07856688,0.229068986,53.00910839,195.9888034,3.574551334,198.0525716
52.36619824,1.21712714,52.91010686,198.0525716,0,198.0525716
51.65925635,1.561470149,51.72328808,198.0525716,0,198.0525716
51.17929551,1.50834647,50.54544034,195.5766082,5.536422442,198.0525716
50.39567986,1.993226861,50.31837535,194.9576174,6.189908467,198.0525716
49.56052787,1.332124962,50.09131035,191.8626631,7.147490639,191.8626631
44.33494765,8.261622439,48.04483291,189.7993603,7.147490639,185.6727547
41.4567663,9.316933152,41.4567663,185.6727547,0,185.6727547
41.4567663,9.316933152,41.4567663,175.7071178,17.26098941,185.6727547
37.12039943,3.184384317,37.12039943,170.7242994,17.26098941,170.7242994
35.74803054,3.27419316,34.86869969,163.2500717,14.94845533,155.775844
36.18769597,4.503426204,36.18769597,159.0043949,16.05369409,155.775844
41.29253617,9.397797839,39.37209918,150.2741815,7.533461612,155.775844
44.07804757,9.482371248,45.43715787,147.5233503,7.533461612,142.0216878
48.08294557,10.18891297,51.96839917,145.4602269,6.877078102,142.0216878
53.1094965,2.030673678,52.43458176,142.0216878,0,142.0216878
53.1094965,2.030673678,52.43458176,151.1425269,18.24167815,142.0216878
54.90444554,2.265878427,55.39169117,160.263366,21.06367558,160.263366
55.83358286,0.916278173,55.39169117,169.384205,18.24167815,178.5050441
56.05452871,1.177382256,56.05452871,171.5276219,16.50879448,178.5050441
55.58984875,1.157971024,55.22199373,179.1435422,0.87429949,178.5050441
54.82121204,1.804755057,54.94124128,179.4627912,0.87429949,180.1012893
54.13259482,1.428477932,54.66048882,180.9717957,2.921773413,180.1012893
51.40088067,3.936947616,52.51530191,182.4808001,3.258279337,180.1012893
47.6175053,8.22123802,49.7710766,183.6705555,3.258279337,186.0500663
45.26984412,8.265231634,47.02685128,200.3299851,35.35031141,186.0500663
37.72024946,8.671930835,36.26737917,216.9894148,42.36544771,186.0500663
41.07118051,9.749352723,41.64711523,232.459089,42.36544771,263.3984375
39.22799118,8.908766615,37.96073657,247.9287633,34.59124321,263.3984375
40.21486184,10.6398168,39.65409396,272.3525391,20.02197977,263.3984375
43.26235816,10.61222894,45.38903381,274.5910645,22.38525391,263.3984375
47.72763825,7.021164232,51.12397365,285.7836914,25.84826474,285.7836914
48.88825336,8.072381562,52.40484712,296.9763184,22.38525391,308.1689453
53.50533306,1.556322131,53.50533306,342.1484375,67.95898438,308.1689453
50.90746366,4.632261376,52.40484712,376.1279297,78.47227585,376.1279297
52.60966594,6.147916055,54.60581899,389.7197266,74.44533745,444.0869141
53.82024854,5.573145924,56.02890767,410.1074219,67.95898438,444.0869141
50.77757544,7.856044568,51.58186061,444.0869141,0,444.0869141
46.50852422,11.7222894,45.71172487,444.0869141,0,444.0869141
46.70772406,13.52595854,49.94356147,319.0112305,176.8837281,319.0112305
43.59726953,11.49083269,43.75238121,193.9355469,0,193.9355469
42.61219563,9.976283809,43.75238121,193.9355469,0,193.9355469
42.67121863,12.21754704,45.06963583,200.8165487,13.76200358,193.9355469
51.19098828,5.352640779,53.51170073,204.9451497,15.0755196,193.9355469
52.06701449,4.708523821,54.10339693,210.4499512,15.0755196,221.459554
54.39947405,0.783000244,54.69509313,205.3149995,23.89794136,221.459554
55.09908835,0.467090082,54.99162829,200.1800479,29.13816381,221.459554
55.11003235,0.382005036,55.06724632,189.5402948,29.13816381,168.2607887
55.14950037,0.457761319,55.14286435,179.2975716,23.58493463,168.2607887
55.32339004,0.25141222,55.21676214,169.0548484,1.087311038,168.2607887
55.03155695,0.618712329,55.17981325,169.2533633,1.146126468,169.2533633
54.83856139,0.592219309,55.14286435,169.7496506,0.992574637,170.245938
54.18718594,1.014370352,54.15605768,170.245938,0,170.245938
54.18718594,1.014370352,54.15605768,161.0343353,18.42320528,170.245938
51.86434234,3.168772773,53.188738,151.8227327,21.27328505,151.8227327
45.16493661,9.931154996,48.24823134,148.1380916,20.18161022,133.3995274
35.77634374,20.45322952,41.15303592,142.6111301,18.42320528,133.3995274
23.2177088,21.58879577,20.83420281,100.0496456,66.69976371,133.3995274
17.84945022,22.2181925,7.610565109,88.93301828,77.01825306,133.3995274
15.44602609,18.43576431,7.610565109,66.69976371,94.32771044,66.69976371
19.08797337,23.99279939,7.610565109,0,0,0
21.95732543,26.69553061,19.59265447,0,0,0
35.18879759,27.2476393,44.24934379,0,0,0
48.55461372,8.582322439,51.05362865,0,0,0
52.66244806,3.039501591,52.26757689,84.25335693,119.1522401,84.25335693
46.55870203,11.32414662,49.83968042,84.25335693,119.1522401,84.25335693
47.24410634,9.347191057,49.56999984,168.5067139,0,168.5067139
44.36544616,9.018584398,49.30031925,180.9440375,21.54207652,168.5067139
46.7961956,11.78897657,49.30031925,187.1626994,21.54207652,187.1626994
48.5744003,10.2616451,51.60466683,196.4906921,18.65598551,205.8186849
54.05314476,3.434859708,54.89016553,196.4906921,18.65598551,205.8186849
54.84082326,2.072876025,54.89016553,205.8186849,0,205.8186849
51.56117807,7.55003139,53.90901441,205.8186849,0,205.8186849
50.16849041,7.941878815,53.18002382,199.4767253,8.968885328,199.4767253
45.28906102,10.47080558,45.44681528,193.1347656,0,193.1347656
30.09458326,24.58349298,36.4169471,193.1347656,0,193.1347656
22.64243326,23.94399619,34.39129688,191.2194824,3.830566406,193.1347656
22.08605429,23.40664412,34.39129688,191.2194824,3.830566406,193.1347656
22.08605429,23.40664412,34.39129688,189.3041992,4.423157092,189.3041992
28.79879294,30.50998528,36.77346041,187.388916,3.830566406,185.4736328
48.0210764,9.780808589,52.76025598,185.4736328,0,185.4736328
47.25929392,8.130030422,48.86710122,185.4736328,0,185.4736328
46.89132421,8.770875223,48.86710122,185.4736328,0,185.4736328
46.89132421,8.770875223,48.86710122,213.6694336,39.87488387,213.6694336
42.27847362,8.251360715,40.52602845,241.8652344,0,241.8652344
38.78454617,5.374221447,36.07811045,241.8652344,0,241.8652344
36.90399189,2.138504111,36.07811045,241.8652344,0,241.8652344
37.70519704,2.301047926,37.70519704,245.9985352,8.266601563,241.8652344
35.79530797,3.686521331,36.07811045,247.3763021,9.545449275,241.8652344
35.65390673,5.202010494,35.65390673,250.1318359,9.545449275,250.1318359
25.73683271,17.566318,31.97552984,254.2651367,8.266601563,258.3984375
13.80610407,15.77946383,5.902684666,258.3984375,0,258.3984375
12.24867807,13.25506025,6.739542367,258.3984375,0,258.3984375
5.673060816,2.027924927,5.902684666,172.265625,149.1864074,258.3984375
5.547475928,1.67473558,5.536702964,129.1992188,182.7152874,129.1992188
5.281441355,1.683996049,5.004633818,0,0,0
6.203029272,1.397737395,6.198585323,0,0,0
6.311638053,1.548745827,6.198585323,0,0,0
6.009028962,1.502272125,5.170721262,0,0,0
6.218605887,1.648113709,6.032497879,0,0,0
6.069641662,1.831188725,6.012520991,0,0,0
3.229949539,5.181574744,4.520641036,0,0,0
-3.829981969,11.67098886,0.055185183,0,0,0
-6.706173491,12.4371663,-4.132319109,0,0,0
7.212819565,29.63233945,0.055185183,0,0,0
20.73584436,38.76154398,22.41873981,0,0,0
29.02523218,42.91156295,48.96979873,186.1499023,263.2557165,186.1499023
54.46093916,4.887482123,56.07823012,186.1499023,263.2557165,186.1499023
54.46093916,4.887482123,56.07823012,372.2998047,0,372.2998047
56.00889077,2.361331211,56.07823012,372.2998047,0,372.2998047
56.05005934,2.422443249,56.07823012,372.2998047,0,372.2998047
55.48384321,2.279157089,54.93171246,372.2998047,0,372.2998047
55.28571423,2.748873408,53.78519481,328.5791524,75.72639106,372.2998047
51.71143619,7.49262243,53.69942418,284.8585002,75.72639106,241.1378479
45.46236958,13.44038083,47.38689843,241.1378479,3.48093E-14,241.1378479
45.32693461,13.26738859,47.38689843,241.1378479,3.48093E-14,241.1378479
42.50751454,14.70852212,40.98860205,241.1378479,0,241.1378479
42.50751454,14.70852212,40.98860205,245.4529953,8.6302948,241.1378479
48.81225218,17.517441,57.91655446,246.8913778,9.965406052,241.1378479
58.90968472,1.404498283,58.90968472,252.6449076,9.965406052,258.3984375
59.97128731,0.096834506,59.97128731,254.0832901,8.6302948,258.3984375
59.97128731,0.096834506,59.97128731,230.1113553,56.5741645,258.3984375
59.63781325,0.581638469,59.90281498,201.824273,65.3262182,201.824273
56.18031196,5.783815136,58.97086513,190.5094401,61.97389213,145.2501085
57.03268968,5.020743917,59.28034399,173.5371908,56.5741645,145.2501085
56.36408446,4.651295959,58.16810195,145.2501085,0,145.2501085
53.07280805,8.389780551,57.36533878,145.2501085,0,145.2501085
51.59829378,8.908232598,53.44782493,187.6060994,59.90041683,187.6060994
52.29546686,8.800918377,54.84217111,229.9620904,0,229.9620904
51.39820399,7.951306443,54.1598874,229.9620904,0,229.9620904
51.17594407,7.738487721,54.1598874,229.9620904,0,229.9620904
54.46979298,2.075153005,54.54193471,229.9620904,0,229.9620904
